episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-53.803362226994025,-77.23351575289668,-61.42977209631278,100.0,50,5000,False,55000,550,11,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-34-14,1585668854,8.865242958068848,105.8654682636261,13940,eclipse,137.195.211.213,105.8654682636261,55000,11,25,cd9a593e,9.729746918043809,0.954101648972486,1.338511820111152,54912,55000,2549.46,5.98,6256.022,17.387,0.30000001192092896,4.999999873689376e-05,23.92386817932129,-0.021209951490163803,23.941238403320312,0.8121508359909058,0.012784114107489586,5.57003927230835,0.0
-51.244777660949175,-75.3822035958429,-59.80095749204442,100.0,50,5000,False,60000,600,12,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-34-23,1585668863,8.883310556411743,114.74877882003784,13940,eclipse,137.195.211.213,114.74877882003784,60000,12,25,cd9a593e,9.734581694400898,0.95422890942512,1.3367366922085302,59904,60000,2543.716,5.774,6260.094,16.737,0.30000001192092896,4.999999873689376e-05,22.45774269104004,-0.03266526013612747,22.485668182373047,0.8283726572990417,0.015800468623638153,5.519960880279541,0.0
-50.359896803083544,-75.3822035958429,-58.89060228996965,100.0,50,5000,False,65000,650,13,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-34-32,1585668872,8.918874740600586,123.66765356063843,13940,eclipse,137.195.211.213,123.66765356063843,65000,13,25,cd9a593e,9.739133771675402,0.9549260097382262,1.334805534306283,64896,65000,2537.621,5.617,6265.268,17.185,0.30000001192092896,4.999999873689376e-05,14.558551788330078,-0.02659200318157673,14.580986022949219,0.8823521733283997,0.013860037550330162,5.504425048828125,0.0
-48.08709201404399,-66.62656785561877,-57.374415941747515,100.0,50,5000,False,70000,700,14,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-34-41,1585668881,8.909353971481323,132.57700753211975,13940,eclipse,137.195.211.213,132.57700753211975,70000,14,25,cd9a593e,9.748259943077981,0.9558492583898129,1.334538017122551,69888,70000,2540.814,5.735,6263.679,16.742,0.30000001192092896,4.999999873689376e-05,13.10852336883545,-0.022320955991744995,13.126907348632812,0.8869775533676147,0.013126416131854057,5.4330620765686035,0.0
-45.74103199701555,-74.08581863757884,-55.304196493150194,100.0,50,5000,False,75000,750,15,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-34-50,1585668890,8.91833233833313,141.49533987045288,13940,eclipse,137.195.211.213,141.49533987045288,75000,15,25,cd9a593e,9.764243246862243,0.9560886045244632,1.335687863679518,74880,75000,2542.398,5.736,6264.87,17.179,0.30000001192092896,4.999999873689376e-05,15.077080726623535,-0.02746807038784027,15.099699020385742,0.8616194128990173,0.016169851645827293,5.375662803649902,0.0
-41.14352097639995,-74.08581863757884,-53.67118072855847,100.0,50,5000,False,80000,800,16,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-34-59,1585668899,9.03861117362976,150.53395104408264,13940,eclipse,137.195.211.213,150.53395104408264,80000,16,25,cd9a593e,9.783461086833325,0.9569802719568651,1.337961468371831,79872,80000,2541.09,5.564,6268.705,17.111,0.30000001192092896,4.999999873689376e-05,14.646659851074219,-0.018500514328479767,14.661477088928223,0.8582872152328491,0.012274220585823059,5.33275842666626,0.0
-40.10551628976342,-141.57859725530082,-53.27168832602937,100.0,50,5000,False,85000,850,17,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-35-08,1585668908,9.087478876113892,159.62142992019653,13940,eclipse,137.195.211.213,159.62142992019653,85000,17,25,cd9a593e,9.803266781772287,0.9578793531898548,1.3403719424884428,84864,85000,2553.602,5.385,6272.325,17.63,0.30000001192092896,4.999999873689376e-05,89.76374816894531,-0.02047855593264103,89.78060150146484,0.47692275047302246,0.012146313674747944,5.331006050109863,0.0
-37.18459469440543,-141.57859725530082,-53.08267867869039,100.0,50,5000,False,90000,900,18,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-35-17,1585668917,9.062099933624268,168.6835298538208,13940,eclipse,137.195.211.213,168.6835298538208,90000,18,25,cd9a593e,9.839033287069352,0.9591783476466582,1.3492942692620784,89856,90000,2586.573,5.348,6255.63,16.579,0.30000001192092896,4.999999873689376e-05,34.30864715576172,-0.021290920674800873,34.32679748535156,0.6979326009750366,0.010478963144123554,5.363741397857666,0.0
152.58017954097062,-111.55241957538853,-50.11425705335535,100.0,50,5000,False,95000,950,19,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-35-26,1585668926,9.089650392532349,177.77318024635315,13940,eclipse,137.195.211.213,177.77318024635315,95000,19,25,cd9a593e,9.876452795628607,0.9609771296450063,1.3597447467034078,94848,95000,2608.019,5.319,6266.168,16.102,0.30000001192092896,4.999999873689376e-05,335.76507568359375,-0.016786102205514908,335.77801513671875,0.2724318206310272,0.012885420583188534,5.332588195800781,0.0
152.58017954097062,-111.55241957538853,-48.91157826920049,100.0,50,5000,False,100000,1000,20,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-35-35,1585668935,8.881991624832153,186.6551718711853,13940,eclipse,137.195.211.213,186.6551718711853,100000,20,25,cd9a593e,9.895142651717086,0.9620962833099904,1.363717060385415,99840,100000,2624.808,5.403,6260.542,15.79,0.30000001192092896,4.999999873689376e-05,19.158761978149414,-0.022801818326115608,19.17646598815918,0.8043078780174255,0.01699771359562874,5.330491065979004,0.0
-31.575903389785562,-103.30362182657197,-49.858076192268264,100.0,50,5000,False,105000,1050,21,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-35-45,1585668945,9.516552209854126,196.17172408103943,13940,eclipse,137.195.211.213,196.17172408103943,105000,21,25,cd9a593e,9.941162743295923,0.9655865800982895,1.3768370402569354,104832,105000,2692.814,5.749,6256.041,15.07,0.30000001192092896,4.999999873689376e-05,42.95618438720703,-0.022339224815368652,42.974327087402344,0.6367087364196777,0.0139809250831604,5.315120697021484,0.0
-4.709111841886,-146.21955627072347,-49.40707522736219,100.0,50,5000,False,110000,1100,22,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-35-54,1585668954,9.224587202072144,205.39631128311157,13940,eclipse,137.195.211.213,205.39631128311157,110000,22,25,cd9a593e,9.990297901601304,0.969849742037709,1.3920499219215827,109824,110000,2722.145,6.059,6258.614,16.043,0.30000001192092896,4.999999873689376e-05,117.26470184326172,-0.024800127372145653,117.2847671508789,0.40297096967697144,0.015737371519207954,5.297211170196533,0.0
-4.709111841886,-146.21955627072347,-48.08599684283987,100.0,50,5000,False,115000,1150,23,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-36-03,1585668963,9.102509021759033,214.4988203048706,13940,eclipse,137.195.211.213,214.4988203048706,115000,23,25,cd9a593e,10.009926609829373,0.9717508262537637,1.3988741678736454,114816,115000,2742.177,6.099,6257.198,15.316,0.30000001192092896,4.999999873689376e-05,16.063507080078125,-0.02186322957277298,16.08128547668457,0.8163690567016602,0.013629145920276642,5.24368143081665,0.0
-32.969846223283255,-57.729182253115866,-46.872090626764255,100.0,50,5000,False,120000,1200,24,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-36-12,1585668972,8.972106218338013,223.47092652320862,13940,eclipse,137.195.211.213,223.47092652320862,120000,24,25,cd9a593e,10.021668620656817,0.9727185300558459,1.402379943446111,119808,120000,2753.356,6.167,6253.676,14.8,0.30000001192092896,4.999999873689376e-05,13.250844955444336,-0.016444070264697075,13.2640380859375,0.8440396189689636,0.010843300260603428,5.208881378173828,0.0
-6.1238704003865685,-55.6440795590174,-45.743133341033655,100.0,50,5000,False,125000,1250,25,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-36-21,1585668981,9.090267658233643,232.56119418144226,13940,eclipse,137.195.211.213,232.56119418144226,125000,25,25,cd9a593e,10.027246341572742,0.973534185676935,1.4029105429572601,124800,125000,2762.956,6.143,6261.689,14.7,0.30000001192092896,4.999999873689376e-05,23.453853607177734,-0.02201821468770504,23.471254348754883,0.7582552433013916,0.015398213639855385,5.158339977264404,0.0
-3.3176560168658984,-55.27182764250704,-44.16243863796752,100.0,50,5000,False,130000,1300,26,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-36-31,1585668991,9.20756459236145,241.7687587738037,13940,eclipse,137.195.211.213,241.7687587738037,130000,26,25,cd9a593e,10.037535049265278,0.9742615329688715,1.4056361359809393,129792,130000,2780.551,6.19,6258.602,14.906,0.30000001192092896,4.999999873689376e-05,31.119131088256836,-0.018118813633918762,31.1336669921875,0.7134155035018921,0.011958171613514423,5.137138843536377,0.0
-3.3176560168658984,-76.99324094557299,-44.29670898281184,100.0,50,5000,False,135000,1350,27,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-36-40,1585669000,9.058301448822021,250.82706022262573,13940,eclipse,137.195.211.213,250.82706022262573,135000,27,25,cd9a593e,10.04591811743848,0.9746569924595518,1.4077533241063145,134784,135000,2775.261,6.197,6261.802,15.008,0.30000001192092896,4.999999873689376e-05,27.3892765045166,-0.019826136529445648,27.405195236206055,0.6784002780914307,0.013028078712522984,5.1440019607543945,0.0
413.8519793045834,-76.99324094557299,-39.19468759191814,100.0,50,5000,False,140000,1400,28,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-36-49,1585669009,9.280052185058594,260.1071124076843,13940,eclipse,137.195.211.213,260.1071124076843,140000,28,25,cd9a593e,10.05814195162414,0.9758755385312683,1.4101526402795919,139776,140000,2769.407,6.194,6288.774,15.739,0.30000001192092896,4.999999873689376e-05,1558.4935302734375,-0.018980029970407486,1558.5079345703125,0.1451621949672699,0.016149500384926796,5.143561363220215,0.0
413.8519793045834,-51.20812094473695,-30.28530018134394,100.0,50,5000,False,145000,1450,29,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-36-58,1585669018,9.34887409210205,269.4559864997864,13940,eclipse,137.195.211.213,269.4559864997864,145000,29,25,cd9a593e,10.083522838780477,0.9781203534475474,1.4161873393366158,144768,145000,2786.199,6.369,6297.144,16.57,0.30000001192092896,4.999999873689376e-05,811.995361328125,-0.02218853123486042,812.0131225585938,0.2651452124118805,0.014828190207481384,5.091170310974121,0.0
310.7130723604591,-50.89489839785844,-32.59543313562278,100.0,50,5000,False,150000,1500,30,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-37-08,1585669028,9.023989200592041,278.4799757003784,13940,eclipse,137.195.211.213,278.4799757003784,150000,30,25,cd9a593e,10.096899139299435,0.9791322845670055,1.4183597431147852,149760,150000,2780.455,5.955,6318.049,17.152,0.30000001192092896,4.999999873689376e-05,108.90129089355469,-0.020819369703531265,108.91761779785156,0.5213727951049805,0.014989607036113739,5.081606388092041,0.0
763.969830440164,-243.02865255100585,-26.987278056156992,100.0,50,5000,False,155000,1550,31,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-37-17,1585669037,9.062683343887329,287.54265904426575,13940,eclipse,137.195.211.213,287.54265904426575,155000,31,25,cd9a593e,10.100635334926867,0.9786581015340338,1.417282951162322,154752,155000,2726.825,5.883,6325.029,17.714,0.30000001192092896,4.999999873689376e-05,7280.166015625,-0.019753869622945786,7280.18017578125,0.06504333019256592,0.013485494069755077,5.070377349853516,0.0
763.969830440164,-243.02865255100585,-15.991319196910649,100.0,50,5000,False,160000,1600,32,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-37-26,1585669046,9.043555498123169,296.5862145423889,13940,eclipse,137.195.211.213,296.5862145423889,160000,32,25,cd9a593e,10.104358100453894,0.9779328384777278,1.4162665920207362,159744,160000,2706.774,5.956,6327.757,17.368,0.30000001192092896,4.999999873689376e-05,6964.05712890625,-0.02789493091404438,6964.0791015625,0.10481346398591995,0.016367483884096146,4.983755111694336,0.0
736.8632072110806,-218.15799875136668,-27.40438332536186,100.0,50,5000,False,165000,1650,33,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-37-35,1585669055,9.123922109603882,305.7101366519928,13940,eclipse,137.195.211.213,305.7101366519928,165000,33,25,cd9a593e,10.107106203953133,0.9774181887302454,1.4156157885946659,164736,165000,2700.689,5.858,6336.262,17.861,0.30000001192092896,4.999999873689376e-05,548.5257568359375,-0.028188887983560562,548.5497436523438,0.04981984943151474,0.013980422168970108,5.047640323638916,0.0
90.14792181445577,-143.36429315769698,-39.249250197434804,100.0,50,5000,False,170000,1700,34,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-37-44,1585669064,9.051775693893433,314.76191234588623,13940,eclipse,137.195.211.213,314.76191234588623,170000,34,25,cd9a593e,10.11006317474377,0.977055213905071,1.4151603078587853,169728,170000,2697.779,5.806,6345.08,18.486,0.30000001192092896,4.999999873689376e-05,243.501953125,-0.022251540794968605,243.52008056640625,0.1852295696735382,0.013831956312060356,5.061430931091309,0.0
153.44330255488927,-106.33930777671773,-36.565001860148314,100.0,50,5000,False,175000,1750,35,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-37-53,1585669073,9.03736686706543,323.79927921295166,13940,eclipse,137.195.211.213,323.79927921295166,175000,35,25,cd9a593e,10.10985296766802,0.9766478820777145,1.4137433622470872,174720,175000,2688.49,5.712,6349.133,18.24,0.30000001192092896,4.999999873689376e-05,394.0386962890625,-0.020967481657862663,394.0552978515625,0.2902671694755554,0.014447314664721489,5.029025077819824,0.0
827.6855390060663,-63.09019447599276,-24.59899305119582,100.0,50,5000,False,180000,1800,36,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-38-02,1585669082,9.038199424743652,332.8374786376953,13940,eclipse,137.195.211.213,332.8374786376953,180000,36,25,cd9a593e,10.108825584653376,0.9761605535187573,1.4122211820129749,179712,180000,2663.155,5.638,6357.229,17.943,0.30000001192092896,4.999999873689376e-05,5339.6640625,-0.01942186802625656,5339.68017578125,0.11906863749027252,0.011694604530930519,5.024946212768555,0.0
827.6855390060663,-63.09019447599276,-19.624830420640393,100.0,50,5000,False,185000,1850,37,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-38-11,1585669091,8.950190305709839,341.78766894340515,13940,eclipse,137.195.211.213,341.78766894340515,185000,37,25,cd9a593e,10.106191581569547,0.9758831074303268,1.4104076343115262,184704,185000,2655.512,5.945,6353.424,18.194,0.30000001192092896,4.999999873689376e-05,1711.0440673828125,-0.023834453895688057,1711.0634765625,0.23702403903007507,0.014440365135669708,5.052142143249512,0.0
836.0460474704912,-233.37706624660885,-11.176014832689335,100.0,50,5000,False,190000,1900,38,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-38-20,1585669100,9.020336389541626,350.8080053329468,13940,eclipse,137.195.211.213,350.8080053329468,190000,38,25,cd9a593e,10.103229577965482,0.9755436323699795,1.4084342350540566,189696,190000,2631.431,5.978,6348.925,18.222,0.30000001192092896,4.999999873689376e-05,8217.3828125,-0.020454328507184982,8217.40234375,0.13246825337409973,0.01171180885285139,4.988485336303711,0.0
1160.513421814302,-233.37706624660885,28.016711422653657,100.0,50,5000,False,195000,1950,39,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-38-29,1585669109,9.016915559768677,359.82492089271545,13940,eclipse,137.195.211.213,359.82492089271545,195000,39,25,cd9a593e,10.102112918510851,0.9749900435503885,1.4063163788239879,194688,195000,2606.245,6.118,6340.348,18.08,0.30000001192092896,4.999999873689376e-05,16431.791015625,-0.016665829345583916,16431.802734375,0.18758510053157806,0.013997211121022701,4.92712926864624,0.0
1160.513421814302,-54.182902582906934,43.80020736759771,100.0,50,5000,False,200000,2000,40,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-38-38,1585669118,9.009212255477905,368.83413314819336,13940,eclipse,137.195.211.213,368.83413314819336,200000,40,25,cd9a593e,10.101660628328569,0.9746048291113405,1.4042728428791786,199680,200000,2615.845,6.461,6328.331,17.847,0.30000001192092896,4.999999873689376e-05,11070.3623046875,-0.023000303655862808,11070.3818359375,0.2186601161956787,0.012791628949344158,4.934980869293213,0.0
1465.9840243719461,-100.74644190369426,35.64072116239927,100.0,50,5000,False,205000,2050,41,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-38-47,1585669127,9.03240966796875,377.8665428161621,13940,eclipse,137.195.211.213,377.8665428161621,205000,41,25,cd9a593e,10.101800304467378,0.9742293834166168,1.402304319252107,204672,205000,2614.424,6.26,6328.24,16.973,0.30000001192092896,4.999999873689376e-05,16813.5625,-0.017395252361893654,16813.57421875,0.21461503207683563,0.014400760643184185,4.88658332824707,0.0
1465.9840243719461,-100.74644190369426,34.87188755867706,100.0,50,5000,False,210000,2100,42,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-38-57,1585669137,9.0781409740448,386.9446837902069,13940,eclipse,137.195.211.213,386.9446837902069,210000,42,25,cd9a593e,10.103140537000238,0.9737362175281077,1.4007712581396772,209664,210000,2619.44,6.086,6326.287,16.627,0.30000001192092896,4.999999873689376e-05,15497.0478515625,-0.019438138231635094,15497.0654296875,0.15771229565143585,0.012017963454127312,4.940610408782959,0.0
1086.6020765258888,-387.67623089550204,32.92040363751778,100.0,50,5000,False,215000,2150,43,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-39-06,1585669146,9.223150730133057,396.16783452033997,13940,eclipse,137.195.211.213,396.16783452033997,215000,43,25,cd9a593e,10.10665798610357,0.9732355441920488,1.3996977394308967,214656,215000,2638.992,6.272,6313.979,16.524,0.30000001192092896,4.999999873689376e-05,21046.962890625,-0.026837939396500587,21046.986328125,0.13855746388435364,0.01482449285686016,4.835312843322754,0.0
1086.6020765258888,-485.4075585571151,6.712150780631032,100.0,50,5000,False,220000,2200,44,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-39-15,1585669155,9.223880529403687,405.39171504974365,13940,eclipse,137.195.211.213,405.39171504974365,220000,44,25,cd9a593e,10.11093845219289,0.9727686395676076,1.3985390190419518,219648,220000,2662.868,6.413,6306.763,16.769,0.30000001192092896,4.999999873689376e-05,10262.328125,-0.030753251165151596,10262.3544921875,-0.09628985822200775,0.016449004411697388,4.909300804138184,0.0
907.4022972835301,-485.4075585571151,-0.8253365466887851,100.0,50,5000,False,225000,2250,45,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-39-24,1585669164,9.023136615753174,414.4148516654968,13940,eclipse,137.195.211.213,414.4148516654968,225000,45,25,cd9a593e,10.112058447643056,0.9724216459828738,1.3970476867006527,224640,225000,2670.05,6.343,6298.476,16.509,0.30000001192092896,4.999999873689376e-05,8983.2216796875,-0.02570965886116028,8983.2431640625,0.23940807580947876,0.016059082001447678,4.887678146362305,0.0
1058.9802686198354,-52.932665829465385,41.57149588854747,100.0,50,5000,False,230000,2300,46,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-39-33,1585669173,9.019618034362793,423.4344696998596,13940,eclipse,137.195.211.213,423.4344696998596,230000,46,25,cd9a593e,10.112607059969896,0.9718879647725541,1.3954880131787342,229632,230000,2682.719,6.494,6284.959,16.523,0.30000001192092896,4.999999873689376e-05,23436.66796875,-0.022753216326236725,23436.68359375,0.23104365170001984,0.013917346484959126,4.885655879974365,0.0
1270.6483960184817,-269.8701501252566,76.11878689779941,100.0,50,5000,False,235000,2350,47,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-39-42,1585669182,9.141709566116333,432.57617926597595,13940,eclipse,137.195.211.213,432.57617926597595,235000,47,25,cd9a593e,10.116313355518042,0.9714709839417972,1.3943108623273506,234624,235000,2709.173,6.176,6278.501,16.318,0.30000001192092896,4.999999873689376e-05,30779.259765625,-0.022662976756691933,30779.28125,0.1895054280757904,0.013424091041088104,4.811622619628906,0.0
1270.6483960184817,-269.8701501252566,61.64503599522332,100.0,50,5000,False,240000,2400,48,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-39-51,1585669191,8.95198130607605,441.528160572052,13940,eclipse,137.195.211.213,441.528160572052,240000,48,25,cd9a593e,10.119084908141094,0.9712672028493597,1.3931742799920224,239616,240000,2713.318,6.326,6268.217,16.433,0.30000001192092896,4.999999873689376e-05,10422.6923828125,-0.03267495706677437,10422.720703125,0.27543070912361145,0.016440894454717636,4.878000736236572,0.0
1101.216741310193,-177.71500310097784,52.144884413842505,100.0,50,5000,False,245000,2450,49,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-40-01,1585669201,9.260744571685791,450.7889051437378,13940,eclipse,137.195.211.213,450.7889051437378,245000,49,25,cd9a593e,10.12305245887621,0.9709273458554968,1.392161789092923,244608,245000,2728.267,5.807,6278.024,16.382,0.30000001192092896,4.999999873689376e-05,18875.28125,-0.025556495413184166,18875.30078125,0.2680727541446686,0.01392862107604742,4.802927017211914,0.0
1101.216741310193,-457.2382385463241,78.70485632207331,100.0,50,5000,False,250000,2500,50,bd27381577654903b0f48e9d135fa7eb,2020-03-31_16-40-10,1585669210,9.40926742553711,460.1981725692749,13940,eclipse,137.195.211.213,460.1981725692749,250000,50,25,cd9a593e,10.130243708189008,0.9705964015732187,1.3912741284717804,249600,250000,2753.011,5.694,6293.035,16.713,0.30000001192092896,4.999999873689376e-05,22839.697265625,-0.02637554705142975,22839.71875,0.2852172255516052,0.015383305959403515,4.798515319824219,0.0
