episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,custom_metrics/success_rate_mean,custom_metrics/success_rate_min,custom_metrics/success_rate_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-47.17595090083912,-80.09688008463411,-67.75319242834975,100.0,56,5600,False,5600,56,1,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-41-18,1584942078,19.02650785446167,19.02650785446167,32188,eclipse,137.195.211.213,19.02650785446167,5600,1,28,d90df890,0.0,0.0,0.0,9.148809574306139,0.8629230039714496,1.401686380328061,5504,5600,10297.013,78.446,7845.502,656.734,0.20000000298023224,4.999999873689376e-05,398.7571716308594,-0.023722423240542412,398.7779235839844,0.01111523900181055,0.014594171196222305,5.64400577545166,0.0
-39.583874292712274,-254.61460251388314,-68.82241203153256,100.0,56,5600,False,11200,112,2,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-41-28,1584942088,10.119792699813843,29.146300554275513,32188,eclipse,137.195.211.213,29.146300554275513,11200,2,28,d90df890,0.0,0.0,0.0,9.511738190812034,0.9065536477086834,1.4433461609532277,11008,11200,6493.547,42.881,7590.972,337.619,0.20000000298023224,4.999999873689376e-05,432.3577880859375,-0.027104543522000313,432.38250732421875,0.0018990691751241684,0.011822913773357868,5.651871681213379,0.0
-24.79060562677372,-133.12380587163682,-67.07481468975254,100.0,56,5600,False,16800,168,3,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-41-39,1584942099,10.272067308425903,39.418367862701416,32188,eclipse,137.195.211.213,39.418367862701416,16800,3,28,d90df890,0.0,0.0,0.0,9.84472278446562,0.953457824192635,1.4779949605314815,16512,16800,5232.683,31.164,7545.333,232.453,0.20000000298023224,4.999999873689376e-05,172.10223388671875,-0.02040982060134411,172.11929321289062,0.14606070518493652,0.01680205576121807,5.661223888397217,0.0
-24.79060562677372,-133.12380587163682,-65.71120131959847,100.0,56,5600,False,22400,224,4,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-41-49,1584942109,10.033610820770264,49.45197868347168,32188,eclipse,137.195.211.213,49.45197868347168,22400,4,28,d90df890,0.0,0.0,0.0,9.964229786852234,0.9673702453225347,1.47979962717338,22016,22400,4586.616,25.22,7483.558,177.675,0.20000000298023224,4.999999873689376e-05,68.06832885742188,-0.03638037294149399,68.09970092773438,0.5575854778289795,0.025045262649655342,5.665755748748779,0.0
-37.07513898887179,-77.01983410154494,-66.21660702794856,100.0,56,5600,False,28000,280,5,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-41-59,1584942119,10.050055027008057,59.502033710479736,32188,eclipse,137.195.211.213,59.502033710479736,28000,5,28,d90df890,0.0,0.0,0.0,10.011473154890268,0.9758350277075598,1.478765771229867,27520,28000,4195.68,21.73,7443.879,146.331,0.30000001192092896,4.999999873689376e-05,55.79499435424805,-0.021961349993944168,55.81354904174805,0.6322913765907288,0.011328107677400112,5.677731037139893,0.0
-21.470015464768586,-76.44237204260237,-65.07985256656778,100.0,56,5600,False,33600,336,6,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-42-09,1584942129,10.213965654373169,69.7159993648529,32188,eclipse,137.195.211.213,69.7159993648529,33600,6,28,d90df890,0.0,0.0,0.0,10.052588252740597,0.9833985608516653,1.4823147806467591,33024,33600,3952.611,19.377,7435.177,126.006,0.30000001192092896,4.999999873689376e-05,52.595699310302734,-0.02027590200304985,52.613037109375,0.6563187837600708,0.009816739708185196,5.6300272941589355,0.0
-19.733735593813574,-76.44237204260237,-63.814952622369375,100.0,56,5600,False,39200,392,7,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-42-19,1584942139,10.141839504241943,79.85783886909485,32188,eclipse,137.195.211.213,79.85783886909485,39200,7,28,d90df890,0.0,0.0,0.0,10.084508149426222,0.9876890236470126,1.4862503227226755,38528,39200,3764.187,17.643,7430.806,111.52,0.30000001192092896,4.999999873689376e-05,49.208587646484375,-0.025759413838386536,49.230220794677734,0.6639650464057922,0.013764580711722374,5.617765426635742,0.0
-19.733735593813574,-76.27819851716578,-63.48216676687161,100.0,56,5600,False,44800,448,8,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-42-29,1584942149,10.119843482971191,89.97768235206604,32188,eclipse,137.195.211.213,89.97768235206604,44800,8,28,d90df890,0.0,0.0,0.0,10.097753374800064,0.9887303859470242,1.4856142131847898,44032,44800,3632.151,16.408,7417.578,100.315,0.30000001192092896,4.999999873689376e-05,34.22300720214844,-0.02379528246819973,34.24317932128906,0.748602032661438,0.012081330642104149,5.5711493492126465,0.0
-51.93773838768024,-75.43713450992308,-62.70058009540681,100.0,56,5600,False,50400,504,9,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-42-40,1584942160,10.094069004058838,100.07175135612488,32188,eclipse,137.195.211.213,100.07175135612488,50400,9,28,d90df890,0.0,0.0,0.0,10.105851226825344,0.9877631840680506,1.484138998528353,49536,50400,3523.92,15.342,7411.37,90.559,0.30000001192092896,4.999999873689376e-05,32.69501876831055,-0.018487829715013504,32.710330963134766,0.7559491395950317,0.010591421276330948,5.577784538269043,0.0
-51.93773838768024,-75.43713450992308,-62.231410490311184,100.0,56,5600,False,56000,560,10,1bda0daa58b440908b8d6ee8a8b6316e,2020-03-23_05-42-50,1584942170,10.036737203598022,110.1084885597229,32188,eclipse,137.195.211.213,110.1084885597229,56000,10,28,d90df890,0.0,0.0,0.0,10.105796858575925,0.98866408867594,1.4826337209137301,55040,56000,3435.682,14.519,7401.754,83.051,0.30000001192092896,4.999999873689376e-05,37.44180679321289,-0.01494518294930458,37.453887939453125,0.7012636661529541,0.009550027549266815,5.542679309844971,0.0
