episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,custom_metrics/success_rate_mean,custom_metrics/success_rate_min,custom_metrics/success_rate_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-31.79218717301179,-969.029434595244,-79.45086911256125,100.0,56,5600,False,5600,56,1,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-42-49,1585716169,19.260796070098877,19.260796070098877,30183,eclipse,137.195.211.213,19.260796070098877,5600,1,28,2b69a178,0.0,0.0,0.0,10.072675764603064,0.860881830837681,1.430911380683774,5504,5600,10506.07,103.556,7865.815,637.688,0.20000000298023224,4.999999873689376e-05,7052.068359375,-0.018318722024559975,7052.08349609375,1.5932460883050226e-05,0.013366291299462318,5.663957595825195,0.0
-28.657310911029185,-969.029434595244,-57.22002209825561,100.0,56,5600,False,11200,112,2,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-43-00,1585716180,10.65180516242981,29.912601232528687,30183,eclipse,137.195.211.213,29.912601232528687,11200,2,28,2b69a178,0.0,0.0,0.0,10.44795702098935,0.8860186488351428,1.4294767627050393,11008,11200,6735.765,55.033,7722.367,326.171,0.20000000298023224,4.999999873689376e-05,252.77540588378906,-0.031340181827545166,252.80404663085938,-0.002615580800920725,0.013583696447312832,5.665085315704346,0.0
-34.04419407916734,-199.0525507952604,-46.98118236303398,100.0,56,5600,False,16800,168,3,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-43-11,1585716191,10.604477167129517,40.5170783996582,30183,eclipse,137.195.211.213,40.5170783996582,16800,3,28,2b69a178,0.0,0.0,0.0,10.85849173354379,0.9342280840610669,1.4347298499923042,16512,16800,5463.196,39.013,7667.865,224.139,0.20000000298023224,4.999999873689376e-05,73.38194274902344,-0.016262132674455643,73.39556884765625,0.002929842798039317,0.013169833458960056,5.666561126708984,0.0
-28.934992603236772,-63.39802801848191,-44.759021068203836,100.0,56,5600,False,22400,224,4,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-43-21,1585716201,10.616366386413574,51.13344478607178,30183,eclipse,137.195.211.213,51.13344478607178,22400,4,28,2b69a178,0.0,0.0,0.0,11.023674513166402,0.9486488752253324,1.4352432925488758,22016,22400,4828.968,31.306,7647.972,172.938,0.20000000298023224,4.999999873689376e-05,78.98798370361328,-0.031439319252967834,79.01526641845703,0.0012953794794157147,0.020750952884554863,5.665754318237305,0.0
-26.764768904507314,-63.39802801848191,-43.46387790594894,100.0,56,5600,False,28000,280,5,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-43-32,1585716212,10.682291984558105,61.81573677062988,30183,eclipse,137.195.211.213,61.81573677062988,28000,5,28,2b69a178,0.0,0.0,0.0,11.11309410502975,0.9548042136556723,1.43336508679999,27520,28000,4471.294,26.856,7626.48,141.883,0.30000001192092896,4.999999873689376e-05,68.60734558105469,-0.020484192296862602,68.6248550415039,0.006140638142824173,0.00989897083491087,5.684126377105713,0.0
-26.764768904507314,-116.68670920608662,-43.34170358934038,100.0,56,5600,False,33600,336,6,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-43-43,1585716223,10.715813875198364,72.53155064582825,30183,eclipse,137.195.211.213,72.53155064582825,33600,6,28,2b69a178,0.0,0.0,0.0,11.173209771926256,0.9586448881618415,1.4313175454746354,33024,33600,4239.742,23.708,7611.031,121.289,0.30000001192092896,4.999999873689376e-05,111.9005126953125,-0.02780945412814617,111.92455291748047,0.022441405802965164,0.012545821256935596,5.6987080574035645,0.0
-34.94411716500392,-116.68670920608662,-42.8081658236134,100.0,56,5600,False,39200,392,7,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-43-53,1585716233,10.592138051986694,83.12368869781494,30183,eclipse,137.195.211.213,83.12368869781494,39200,7,28,2b69a178,0.0,0.0,0.0,11.20875549944575,0.9601294711450211,1.4295713701476984,38528,39200,4043.93,21.13,7615.382,106.787,0.30000001192092896,4.999999873689376e-05,47.31130599975586,-0.02266819030046463,47.32896041870117,0.26518240571022034,0.016711903735995293,5.667892932891846,0.0
-29.92604992817292,-881.135553782811,-50.40900271992314,100.0,56,5600,False,44800,448,8,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-44-04,1585716244,10.643670082092285,93.76735877990723,30183,eclipse,137.195.211.213,93.76735877990723,44800,8,28,2b69a178,0.0,0.0,0.0,11.24508303734146,0.9628632358561737,1.4325534816895011,44032,44800,3906.107,19.189,7615.579,95.941,0.30000001192092896,4.999999873689376e-05,2867.5595703125,-0.01856219954788685,2867.574951171875,0.09997833520174026,0.011550655588507652,5.612011909484863,0.0
-29.92604992817292,-881.135553782811,-50.671125928671565,100.0,56,5600,False,50400,504,9,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-44-15,1585716255,10.637696504592896,104.40505528450012,30183,eclipse,137.195.211.213,104.40505528450012,50400,9,28,2b69a178,0.0,0.0,0.0,11.274213448122937,0.9658840325657054,1.4331275100331249,49536,50400,3800.336,17.884,7611.837,86.834,0.30000001192092896,4.999999873689376e-05,38.091495513916016,-0.026239383965730667,38.113651275634766,0.44825151562690735,0.01358927134424448,5.569705009460449,0.0
-30.824763509664105,-116.06895443695045,-42.920290563639334,100.0,56,5600,False,56000,560,10,1e04ca5a97274044a5139a6e6e20ec26,2020-04-01_05-44-25,1585716265,10.524604797363281,114.9296600818634,30183,eclipse,137.195.211.213,114.9296600818634,56000,10,28,2b69a178,0.0,0.0,0.0,11.288436007232926,0.9665361622337619,1.4313116643492023,55040,56000,3707.13,16.624,7608.572,79.85,0.30000001192092896,4.999999873689376e-05,74.34770965576172,-0.024262072518467903,74.36957550048828,0.31420567631721497,0.007980785332620144,5.593461036682129,0.0
