episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,custom_metrics/success_rate_mean,custom_metrics/success_rate_min,custom_metrics/success_rate_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
28.510740515097815,-79.50021296018515,-66.45684809727813,100.0,56,5600,False,5600,56,1,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-25-20,1585052720,18.444702625274658,18.444702625274658,11272,eclipse,137.195.211.213,18.444702625274658,5600,1,28,751ab4ce,0.0,0.0,0.0,9.041601406739971,0.8566130876710589,1.396958719523307,5504,5600,9990.547,81.532,7542.31,686.656,0.20000000298023224,4.999999873689376e-05,430.8376770019531,-0.02124127745628357,430.856201171875,0.008914640173316002,0.013600087724626064,5.661708354949951,0.0
49.33904286630656,-79.50021296018515,-65.46759507901682,100.0,56,5600,False,11200,112,2,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-25-30,1585052730,9.869365453720093,28.31406807899475,11272,eclipse,137.195.211.213,28.31406807899475,11200,2,28,751ab4ce,0.0,0.0,0.0,9.484152836242984,0.9027754751837677,1.4515167004349132,11008,11200,6370.243,43.407,7291.732,352.249,0.20000000298023224,4.999999873689376e-05,256.7413330078125,-0.02656029537320137,256.7642517089844,0.004459892399609089,0.01804342493414879,5.629920959472656,0.0
49.33904286630656,-84.59630108996544,-66.66081621643534,100.0,56,5600,False,16800,168,3,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-25-39,1585052739,9.859593629837036,38.17366170883179,11272,eclipse,137.195.211.213,38.17366170883179,16800,3,28,751ab4ce,0.0,0.0,0.0,9.880914072636827,0.9464066816095195,1.4975170822243593,16512,16800,5155.449,31.655,7208.567,242.032,0.20000000298023224,4.999999873689376e-05,119.90253448486328,-0.020810546353459358,119.92071533203125,0.2706345319747925,0.013219946064054966,5.624308109283447,0.0
-50.04479943408668,-84.59630108996544,-68.01878978509055,100.0,56,5600,False,22400,224,4,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-25-50,1585052750,10.127019882202148,48.300681591033936,11272,eclipse,137.195.211.213,48.300681591033936,22400,4,28,751ab4ce,0.0,0.0,0.0,10.034788483609848,0.9699058668812246,1.51551951930709,22016,22400,4560.468,25.537,7217.87,186.268,0.20000000298023224,4.999999873689376e-05,63.96746826171875,-0.019825663417577744,63.983924865722656,0.6009355187416077,0.0168714951723814,5.6048359870910645,0.0
-47.68975182841728,-80.74756028626321,-67.8063735174583,100.0,56,5600,False,28000,280,5,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-25-59,1585052759,9.842066526412964,58.1427481174469,11272,eclipse,137.195.211.213,58.1427481174469,28000,5,28,751ab4ce,0.0,0.0,0.0,10.128260117386569,0.982828774300363,1.5258824227739525,27520,28000,4202.023,21.928,7172.918,153.198,0.20000000298023224,4.999999873689376e-05,66.45458984375,-0.026209672912955284,66.4781265258789,0.5722214579582214,0.013332972303032875,5.5428972244262695,0.0
-43.891304176039725,-619.3354303377001,-72.49367657337824,100.0,56,5600,False,33600,336,6,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-26-10,1585052770,10.29857850074768,68.44132661819458,11272,eclipse,137.195.211.213,68.44132661819458,33600,6,28,751ab4ce,0.0,0.0,0.0,10.180915048555791,0.9866462444282792,1.5308635675125393,33024,33600,3968.496,19.642,7212.201,130.38,0.20000000298023224,4.999999873689376e-05,1676.811767578125,-0.03088814951479435,1676.84033203125,0.1412944793701172,0.01234445720911026,5.532257556915283,0.0
-43.891304176039725,-619.3354303377001,-72.49394035241683,100.0,56,5600,False,39200,392,7,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-26-20,1585052780,10.035279989242554,78.47660660743713,11272,eclipse,137.195.211.213,78.47660660743713,39200,7,28,751ab4ce,0.0,0.0,0.0,10.19280004151891,0.9870791086399221,1.527735622625517,38528,39200,3776.823,17.802,7225.209,115.416,0.20000000298023224,4.999999873689376e-05,60.4433708190918,-0.025945233181118965,60.46633529663086,0.6013149619102478,0.014918585307896137,5.522335529327393,0.0
-56.99435394668831,-79.3042306981299,-66.15375993557353,100.0,56,5600,False,44800,448,8,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-26-30,1585052790,10.060450315475464,88.5370569229126,11272,eclipse,137.195.211.213,88.5370569229126,44800,8,28,751ab4ce,0.0,0.0,0.0,10.187271921538438,0.9891635098701319,1.5216010179811712,44032,44800,3637.803,16.415,7233.634,103.686,0.20000000298023224,4.999999873689376e-05,52.60393524169922,-0.022803895175457,52.62425231933594,0.6436875462532043,0.012512244284152985,5.525054931640625,0.0
-33.049021479742784,-79.8162668001352,-64.21537966794352,100.0,56,5600,False,50400,504,9,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-26-40,1585052800,10.048085927963257,98.58514285087585,11272,eclipse,137.195.211.213,98.58514285087585,50400,9,28,751ab4ce,0.0,0.0,0.0,10.180618320088223,0.9908261334137839,1.517183058497944,49536,50400,3530.448,15.16,7238.935,94.401,0.20000000298023224,4.999999873689376e-05,59.97160720825195,-0.023677213117480278,59.992557525634766,0.5927622318267822,0.013649801723659039,5.4801483154296875,0.0
-33.049021479742784,-74.02921363772172,-62.96973530067508,100.0,56,5600,False,56000,560,10,00c3aa08b28f4d47aa8837e71aebb591,2020-03-24_12-26-50,1585052810,9.982341051101685,108.56748390197754,11272,eclipse,137.195.211.213,108.56748390197754,56000,10,28,751ab4ce,0.0,0.0,0.0,10.173422378953195,0.992180722298744,1.513908984260683,55040,56000,3441.582,14.315,7240.863,86.353,0.20000000298023224,4.999999873689376e-05,40.623043060302734,-0.02255704440176487,40.64286804199219,0.6965504288673401,0.013655999675393105,5.482182502746582,0.0
