episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,custom_metrics/success_rate_mean,custom_metrics/success_rate_min,custom_metrics/success_rate_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-24.658150131058033,-61.67673972898617,-48.37309938553936,100.0,56,5600,False,5600,56,1,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-17-50,1584739070,19.415191888809204,19.415191888809204,23993,eclipse,137.195.211.213,19.415191888809204,5600,1,28,2ed37c9e,0.0,0.0,0.0,8.846606823596534,0.8192545738979359,1.3754799506642248,5504,5600,10577.746,86.115,7849.263,707.415,0.20000000298023224,4.999999873689376e-05,150.5603790283203,-0.021093782037496567,150.57882690429688,0.01230651419609785,0.013207674026489258,5.671963691711426,0.0
-24.658150131058033,-254.64223284466732,-50.35349955591941,100.0,56,5600,False,11200,112,2,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-18-00,1584739080,10.153093338012695,29.5682852268219,23993,eclipse,137.195.211.213,29.5682852268219,11200,2,28,2ed37c9e,0.0,0.0,0.0,9.198130312821517,0.8591045587125339,1.3996184208104951,11008,11200,6613.481,45.6,7623.682,363.354,0.20000000298023224,4.999999873689376e-05,371.5732116699219,-0.023005744442343712,371.5925598144531,0.06176923215389252,0.01797930710017681,5.6506242752075195,0.0
-34.9491636882523,-64.94021761105608,-48.683411610883276,100.0,56,5600,False,16800,168,3,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-18-10,1584739090,9.847397804260254,39.41568303108215,23993,eclipse,137.195.211.213,39.41568303108215,16800,3,28,2ed37c9e,0.0,0.0,0.0,9.639005915969172,0.9198305686489345,1.438173117859966,16512,16800,5299.662,33.042,7444.34,246.885,0.20000000298023224,4.999999873689376e-05,45.84698486328125,-0.019864043220877647,45.86435317993164,0.45355451107025146,0.012480353005230427,5.657475471496582,0.0
-34.9491636882523,-69.64423289822265,-48.61104019748618,100.0,56,5600,False,22400,224,4,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-18-20,1584739100,9.860548496246338,49.27623152732849,23993,eclipse,137.195.211.213,49.27623152732849,22400,4,28,2ed37c9e,0.0,0.0,0.0,9.834613546039966,0.9460512211244427,1.4613359727910433,22016,22400,4660.036,26.609,7333.083,190.669,0.20000000298023224,4.999999873689376e-05,37.822425842285156,-0.02665090002119541,37.846168518066406,0.5559408068656921,0.014560523442924023,5.620255470275879,0.0
-34.85467894925803,-69.64423289822265,-48.816619884958925,100.0,56,5600,False,28000,280,5,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-18-30,1584739110,10.333268404006958,59.60949993133545,23993,eclipse,137.195.211.213,59.60949993133545,28000,5,28,2ed37c9e,0.0,0.0,0.0,10.074581610030101,0.9670013917958997,1.5041086981233118,27520,28000,4375.929,23.232,7259.92,156.45,0.20000000298023224,4.999999873689376e-05,35.430118560791016,-0.02170386351644993,35.449466705322266,0.5669358968734741,0.011758383363485336,5.603487968444824,0.0
-34.85467894925803,-63.7799710360555,-47.52528290233948,100.0,56,5600,False,33600,336,6,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-18-41,1584739121,10.39836311340332,70.00786304473877,23993,eclipse,137.195.211.213,70.00786304473877,33600,6,28,2ed37c9e,0.0,0.0,0.0,10.280364816980248,0.9841242627092592,1.548547778453206,33024,33600,4148.72,20.439,7266.256,134.393,0.20000000298023224,4.999999873689376e-05,28.530359268188477,-0.022916465997695923,28.550500869750977,0.6338476538658142,0.013888095505535603,5.580209255218506,0.0
-37.271776060563525,-63.7799710360555,-46.49613597959883,100.0,56,5600,False,39200,392,7,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-18-51,1584739131,9.98984980583191,79.99771285057068,23993,eclipse,137.195.211.213,79.99771285057068,39200,7,28,2ed37c9e,0.0,0.0,0.0,10.322622196612345,0.9901824965842557,1.556382752756775,38528,39200,3928.866,18.321,7268.039,118.253,0.20000000298023224,4.999999873689376e-05,28.25523567199707,-0.026423931121826172,28.27851104736328,0.6255214810371399,0.01574503444135189,5.5358686447143555,0.0
-35.582562104820155,-736.8504121788484,-51.87383382070503,100.0,56,5600,False,44800,448,8,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-19-01,1584739141,9.9487886428833,89.94650149345398,23993,eclipse,137.195.211.213,89.94650149345398,44800,8,28,2ed37c9e,0.0,0.0,0.0,10.290731466100713,0.9914112127651008,1.5452191693370445,44032,44800,3766.543,16.857,7260.548,105.952,0.20000000298023224,4.999999873689376e-05,2652.176513671875,-0.03231976181268692,2652.206298828125,0.11774798482656479,0.013567476533353329,5.5020670890808105,0.0
-35.582562104820155,-736.8504121788484,-50.385820743628436,100.0,56,5600,False,50400,504,9,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-19-11,1584739151,10.03485918045044,99.98136067390442,23993,eclipse,137.195.211.213,99.98136067390442,50400,9,28,2ed37c9e,0.0,0.0,0.0,10.267383967961928,0.9926734660567372,1.5371690682075643,49536,50400,3645.002,15.761,7260.076,95.888,0.20000000298023224,4.999999873689376e-05,24.147663116455078,-0.022913683205842972,24.167619705200195,0.6296377182006836,0.014795592054724693,5.489129066467285,0.0
-36.45864640813254,-63.758289934512284,-42.36175902549986,100.0,56,5600,False,56000,560,10,ae3b9b3532214bc3bad13e7ea9518ddf,2020-03-20_21-19-21,1584739161,10.04149317741394,110.02285385131836,23993,eclipse,137.195.211.213,110.02285385131836,56000,10,28,2ed37c9e,0.0,0.0,0.0,10.25106600471014,0.9942716704404073,1.5320891276887578,55040,56000,3546.884,14.913,7261.132,88.286,0.20000000298023224,4.999999873689376e-05,19.545021057128906,-0.030581548810005188,19.572134017944336,0.6968568563461304,0.01734854094684124,5.443028450012207,0.0
